StockCode,Forecast_Week,Forecast_Qty,Lower_Bound,Upper_Bound
15039,2011-12-25,13.183705999309366,10.546964799447494,15.820447199171237
15039,2012-01-01,10.111148376573215,8.088918701258573,12.133378051887858
15039,2012-01-08,7.614577312577855,6.091661850062284,9.137492775093426
15039,2012-01-15,8.183323672239226,6.546658937791381,9.81998840668707
15044A,2011-12-18,7.082756613882858,5.666205291106287,8.499307936659429
15044A,2011-12-25,6.8005963991793665,5.440477119343494,8.16071567901524
15044A,2012-01-01,6.794370509800038,5.435496407840031,8.153244611760046
15044A,2012-01-08,6.582012714200303,5.265610171360243,7.898415257040363
15044B,2011-10-16,4.471482328036468,3.577185862429175,5.365778793643762
15044B,2011-10-23,4.612747782293666,3.690198225834933,5.535297338752399
15044B,2011-10-30,4.869770552600767,3.895816442080614,5.84372466312092
15044B,2011-11-06,4.653488675519988,3.7227909404159902,5.584186410623985
15044C,2011-12-25,2.902930681203819,2.3223445449630553,3.483516817444583
15044C,2012-01-01,2.668694534480459,2.1349556275843673,3.2024334413765505
15044C,2012-01-08,2.458279163685018,1.9666233309480146,2.9499349964220216
15044C,2012-01-15,2.4614751572542013,1.9691801258033612,2.9537701887050414
15044D,2011-12-18,8.179977044339552,6.543981635471642,9.815972453207461
15044D,2011-12-25,8.052515500148557,6.442012400118846,9.663018600178267
15044D,2012-01-01,7.923908915811535,6.339127132649228,9.508690698973842
15044D,2012-01-08,6.7978948710209774,5.438315896816782,8.157473845225173
15056BL,2011-12-25,42.59632521442107,34.07706017153686,51.115590257305286
15056BL,2012-01-01,41.29392664837734,33.03514131870187,49.552711978052805
15056BL,2012-01-08,37.34450412033199,29.875603296265595,44.813404944398386
15056BL,2012-01-15,36.96550250290035,29.57240200232028,44.35860300348042
15056N,2011-12-25,49.354490059043385,39.48359204723471,59.22538807085206
15056N,2012-01-01,46.62208552357641,37.29766841886113,55.94650262829169
15056N,2012-01-08,44.06242974644474,35.249943797155794,52.87491569573369
15056N,2012-01-15,45.19508834845607,36.156070678764856,54.23410601814728
15056P,2011-12-25,9.087326198968404,7.269860959174723,10.904791438762084
15056P,2012-01-01,8.102113126355372,6.481690501084298,9.722535751626445
15056P,2012-01-08,7.035549780186161,5.628439824148929,8.442659736223392
15056P,2012-01-15,7.052267999211127,5.641814399368902,8.462721599053351
15058A,2011-12-11,1.7962225869870665,1.4369780695896532,2.1554671043844795
15058A,2011-12-18,1.9183995255738313,1.5347196204590652,2.3020794306885977
15058A,2011-12-25,2.1257065945623617,1.7005652756498895,2.550847913474834
15058A,2012-01-01,1.9530102931309947,1.5624082345047958,2.3436123517571934
15058B,2011-12-04,1.6176461496733205,1.2941169197386566,1.9411753796079845
15058B,2011-12-11,1.7147766526080357,1.3718213220864286,2.0577319831296426
15058B,2011-12-18,1.8898433075578205,1.5118746460462564,2.2678119690693843
15058B,2011-12-25,1.9836694265210613,1.586935541216849,2.3804033118252734
15058C,2011-10-09,2.3927047115070916,1.9141637692056734,2.87124565380851
15058C,2011-10-16,2.5819389645023887,2.065551171601911,3.0983267574028663
15058C,2011-10-23,3.1647361027435768,2.5317888821948618,3.7976833232922917
15058C,2011-10-30,3.5990504619250183,2.879240369540015,4.318860554310022
15060B,2011-12-04,8.383277318252315,6.706621854601853,10.059932781902777
15060B,2011-12-11,8.120974905121063,6.496779924096851,9.745169886145275
15060B,2011-12-18,8.172540667843194,6.5380325342745556,9.807048801411833
15060B,2011-12-25,8.121833987468278,6.497467189974623,9.746200784961934
16008,2011-12-25,95.15962024309219,76.12769619447376,114.19154429171063
16008,2012-01-01,83.87881815902008,67.10305452721607,100.6545817908241
16008,2012-01-08,75.05343074101785,60.04274459281428,90.06411688922141
16008,2012-01-15,72.40191807209332,57.92153445767466,86.88230168651198
16010,2011-04-10,7.301268993037834,5.841015194430267,8.7615227916454
16010,2011-04-17,7.443261653521763,5.954609322817411,8.931913984226115
16010,2011-04-24,7.303412689138859,5.842730151311088,8.76409522696663
16010,2011-05-01,7.392060083608149,5.91364806688652,8.870472100329778
16011,2011-12-25,37.0236198442223,29.618895875377845,44.42834381306676
16011,2012-01-01,30.34233117321043,24.273864938568344,36.41079740785251
16011,2012-01-08,29.335850079620723,23.46868006369658,35.203020095544865
16011,2012-01-15,29.094894052522346,23.275915242017877,34.91387286302681
16012,2011-12-18,31.77801243270049,25.422409946160393,38.133614919240586
16012,2011-12-25,32.23244167150625,25.785953337205,38.6789300058075
16012,2012-01-01,31.975683605439556,25.580546884351648,38.370820326527465
16012,2012-01-08,29.45266772348202,23.562134178785616,35.34320126817842
16014,2011-12-25,151.1015466286141,120.8812373028913,181.3218559543369
16014,2012-01-01,122.0682679803147,97.65461438425177,146.48192157637763
16014,2012-01-08,90.33181909510026,72.2654552760802,108.39818291412031
16014,2012-01-15,95.84119739346475,76.6729579147718,115.0094368721577
16015,2011-12-04,11.52564187196064,9.220513497568513,13.830770246352769
16015,2011-12-11,11.053679007446366,8.842943205957093,13.264414808935639
16015,2011-12-18,11.718578329402508,9.374862663522007,14.062293995283008
16015,2011-12-25,12.007434322023428,9.605947457618743,14.408921186428113
16016,2011-12-25,28.916145440191052,23.132916352152844,34.699374528229264
16016,2012-01-01,25.892729275477848,20.71418342038228,31.071275130573415
16016,2012-01-08,24.010410458910414,19.20832836712833,28.812492550692497
16016,2012-01-15,23.23993193861625,18.591945550893,27.887918326339502
16020C,2011-04-24,3.188946030356667,2.551156824285334,3.826735236428
16020C,2011-05-01,3.1512038972642684,2.520963117811415,3.781444676717122
16020C,2011-05-08,3.188181511079422,2.5505452088635376,3.8258178132953065
16020C,2011-05-15,3.210238143651172,2.568190514920938,3.8522857723814066
16033,2011-03-06,327.6120040029023,262.0896032023219,393.13440480348277
16033,2011-03-13,320.8617462989093,256.6893970391274,385.03409555869115
16033,2011-03-20,314.4686607806407,251.57492862451255,377.3623929367688
16033,2011-03-27,311.06649643700905,248.85319714960724,373.27979572441086
16043,2011-06-26,97.99902713660038,78.39922170928031,117.59883256392044
16043,2011-07-03,97.99896610144413,78.39917288115531,117.59875932173294
16043,2011-07-10,97.99899661902225,78.3991972952178,117.5987959428267
16043,2011-07-17,97.9990347659949,78.39922781279593,117.59884171919389
16045,2011-12-18,246.5481533366661,197.2385226693329,295.8577840039993
16045,2011-12-25,244.4591930551399,195.56735444411194,293.3510316661679
16045,2012-01-01,240.77474959095704,192.61979967276565,288.92969950914846
16045,2012-01-08,224.00268769391042,179.20215015512835,268.8032252326925
16046,2011-12-11,2.2994595531697617,1.8395676425358094,2.7593514638037138
16046,2011-12-18,2.3162871388910187,1.8530297111128151,2.7795445666692222
16046,2011-12-25,2.4393110341932225,1.951448827354578,2.9271732410318667
16046,2012-01-01,2.347690442037381,1.878152353629905,2.817228530444857
16048,2011-12-11,43.8512524034512,35.08100192276096,52.621502884141435
16048,2011-12-18,40.636077320807956,32.50886185664637,48.76329278496954
16048,2011-12-25,39.048363372950064,31.238690698360053,46.858036047540075
16048,2012-01-01,40.02710892672471,32.021687141379765,48.03253071206965
16049,2011-06-12,110.10758687028982,88.08606949623186,132.1291042443478
16049,2011-06-19,114.62214814773714,91.69771851818972,137.54657777728457
16049,2011-06-26,117.26349277689,93.81079422151201,140.716191332268
16049,2011-07-03,113.86794912935508,91.09435930348407,136.64153895522608
16052,2011-06-26,118.44185330247124,94.753482641977,142.1302239629655
16052,2011-07-03,112.30715154148658,89.84572123318927,134.76858184978389
16052,2011-07-10,106.41993323627544,85.13594658902036,127.70391988353052
16052,2011-07-17,110.06502194899755,88.05201755919805,132.07802633879706
16054,2011-12-18,57.35478488433391,45.88382790746713,68.82574186120068
16054,2011-12-25,58.196431175122655,46.55714494009813,69.83571741014718
16054,2012-01-01,55.462603487849535,44.37008279027963,66.55512418541944
16054,2012-01-08,53.97800993266882,43.18240794613506,64.77361191920258
16151A,2011-06-12,26.14865037166711,20.91892029733369,31.37838044600053
16151A,2011-06-19,24.07736893856164,19.261895150849313,28.89284272627397
16151A,2011-06-26,25.325852596398555,20.260682077118844,30.391023115678266
16151A,2011-07-03,24.095860683556758,19.276688546845406,28.91503282026811
16156L,2011-12-18,23.944053264579388,19.15524261166351,28.732863917495266
16156L,2011-12-25,23.97705534732703,19.181644277861626,28.772466416792437
16156L,2012-01-01,23.797536946306327,19.03802955704506,28.557044335567593
16156L,2012-01-08,23.27725566517223,18.621804532137784,27.932706798206677
16156S,2011-12-25,79.56429535277702,63.651436282221624,95.47715442333242
16156S,2012-01-01,72.8431697893261,58.27453583146088,87.41180374719131
16156S,2012-01-08,71.35944609182472,57.08755687345978,85.63133531018967
16156S,2012-01-15,67.15691070411808,53.72552856329446,80.58829284494169
16161G,2011-12-11,41.37801969225528,33.10241575380422,49.653623630706335
16161G,2011-12-18,41.165117969954146,32.93209437596332,49.398141563944975
16161G,2011-12-25,41.63740180531705,33.30992144425364,49.964882166380455
16161G,2012-01-01,40.57255619035394,32.45804495228315,48.68706742842473
16161M,2010-12-19,24.999136953642875,19.999309562914302,29.998964344371448
16161M,2010-12-26,24.9991617491751,19.999329399340084,29.99899409901012
16161M,2011-01-02,24.999091177275687,19.99927294182055,29.998909412730825
16161M,2011-01-09,24.99893095999053,19.999144767992426,29.998717151988636
16161P,2011-12-25,111.36752545877555,89.09402036702045,133.64103055053064
16161P,2012-01-01,105.01811633024616,84.01449306419693,126.02173959629539
16161P,2012-01-08,100.75557340710563,80.60445872568451,120.90668808852675
16161P,2012-01-15,100.92499031050194,80.73999224840156,121.10998837260232
16161U,2011-12-18,83.19553820110218,66.55643056088175,99.83464584132261
16161U,2011-12-25,79.47328906611827,63.57863125289462,95.36794687934191
16161U,2012-01-01,78.52034407178404,62.816275257427236,94.22441288614084
16161U,2012-01-08,70.50699850957623,56.40559880766099,84.60839821149148
16162L,2011-10-02,4.571795636637026,3.657436509309621,5.48615476396443
16162L,2011-10-09,4.266420181031162,3.4131361448249296,5.119704217237394
16162L,2011-10-16,4.29207925090162,3.433663400721296,5.150495101081943
16162L,2011-10-23,4.229744696537637,3.3837957572301094,5.075693635845163
16162M,2011-12-11,2.2823797909905243,1.8259038327924195,2.738855749188629
16162M,2011-12-18,2.374037535504142,1.8992300284033137,2.84884504260497
16162M,2011-12-25,2.3969529180820572,1.9175623344656458,2.8763435016984684
16162M,2012-01-01,2.3444443402271107,1.8755554721816887,2.8133332082725326
16168M,2011-12-25,15.29895029951502,12.239160239612017,18.358740359418025
16168M,2012-01-01,14.86951103419643,11.895608827357144,17.843413241035716
16168M,2012-01-08,14.315381722663744,11.452305378130996,17.17845806719649
16168M,2012-01-15,13.627624163166796,10.902099330533439,16.353148995800154
16169E,2011-12-25,233.41352615999872,186.730820927999,280.09623139199846
16169E,2012-01-01,229.47403189644234,183.57922551715387,275.3688382757308
16169E,2012-01-08,215.38802983025022,172.31042386420017,258.46563579630026
16169E,2012-01-15,212.78580474283024,170.2286437942642,255.34296569139627
16169K,2011-10-16,23.045066812674687,18.43605345013975,27.654080175209625
16169K,2011-10-23,22.86908931769313,18.295271454154506,27.442907181231757
16169K,2011-10-30,23.09274912206621,18.47419929765297,27.71129894647945
16169K,2011-11-06,22.81933005976966,18.255464047815728,27.38319607172359
16169M,2011-12-18,24.90705401488025,19.9256432119042,29.888464817856295
16169M,2011-12-25,24.968594502921057,19.974875602336848,29.962313403505267
16169M,2012-01-01,24.814756663158686,19.85180533052695,29.777707995790422
16169M,2012-01-08,24.440982934200402,19.552786347360325,29.32917952104048
16169N,2010-12-19,24.999136953642875,19.999309562914302,29.998964344371448
16169N,2010-12-26,24.9991617491751,19.999329399340084,29.99899409901012
16169N,2011-01-02,24.999091177275687,19.99927294182055,29.998909412730825
16169N,2011-01-09,24.99893095999053,19.999144767992426,29.998717151988636
16169P,2011-01-02,24.999232321074516,19.999385856859615,29.999078785289417
16169P,2011-01-09,24.999030142119437,19.99922411369555,29.998836170543324
16169P,2011-01-16,24.999033956816703,19.999227165453362,29.998840748180044
16169P,2011-01-23,24.99903777151397,19.999230217211178,29.99884532581676
16202A,2011-05-01,3.588317883135092,2.870654306508074,4.30598145976211
16202A,2011-05-08,3.5784192133431483,2.862735370674519,4.294103056011778
16202A,2011-05-15,3.5983358754052053,2.878668700324164,4.318003050486246
16202A,2011-05-22,3.6092738768067023,2.887419101445362,4.331128652168043
16202B,2011-05-08,15.543835553255947,12.43506844260476,18.652602663907135
16202B,2011-05-15,15.85749712857333,12.685997702858664,19.028996554287996
16202B,2011-05-22,16.083004864779383,12.866403891823508,19.29960583773526
16202B,2011-05-29,16.277655514803797,13.022124411843038,19.533186617764557
16202E,2011-05-01,8.541764692826703,6.833411754261363,10.250117631392044
16202E,2011-05-08,8.405568079514936,6.7244544636119485,10.086681695417923
16202E,2011-05-15,8.819328741593793,7.055462993275035,10.583194489912552
16202E,2011-05-22,8.935357050462201,7.148285640369761,10.72242846055464
16206B,2011-02-13,3.7621591837719235,3.009727347017539,4.514591020526308
16206B,2011-02-20,3.73412265922084,2.987298127376672,4.480947191065008
16206B,2011-02-27,3.7885368568728666,3.0308294854982933,4.546244228247439
16206B,2011-03-06,3.793225394354926,3.0345803154839412,4.551870473225911
16207A,2011-11-20,1.8611148949381313,1.4888919159505052,2.2333378739257577
16207A,2011-11-27,1.9059033680530268,1.5247226944424215,2.287084041663632
16207A,2011-12-04,1.8747940259163312,1.499835220733065,2.249752831099597
16207A,2011-12-11,1.9109065565139365,1.5287252452111493,2.2930878678167237
16207B,2011-09-18,1.2944005941502996,1.0355204753202398,1.5532807129803594
16207B,2011-09-25,1.2291010801841535,0.9832808641473229,1.4749212962209841
16207B,2011-10-02,1.2461140905367025,0.996891272429362,1.495336908644043
16207B,2011-10-09,1.2235067459671205,0.9788053967736965,1.4682080951605445
16216,2011-12-25,65.13067425663871,52.10453940531097,78.15680910796645
16216,2012-01-01,53.03857587021536,42.43086069617229,63.64629104425843
16216,2012-01-08,38.88969215075583,31.111753720604664,46.667630580906994
16216,2012-01-15,40.40014400119819,32.320115200958554,48.48017280143783
16218,2011-12-25,85.26230213774079,68.20984171019263,102.31476256528894
16218,2012-01-01,80.06519818261047,64.05215854608838,96.07823781913257
16218,2012-01-08,71.35628064950065,57.08502451960052,85.62753677940077
16218,2012-01-15,73.11937410456851,58.49549928365481,87.7432489254822
16219,2011-12-18,52.91398288782029,42.331186310256236,63.49677946538434
16219,2011-12-25,52.30998559876797,41.84798847901438,62.77198271852156
16219,2012-01-01,50.61362435492112,40.4908994839369,60.73634922590534
16219,2012-01-08,43.85029509873654,35.08023607898923,52.620354118483846
16225,2011-12-25,28.645916307719226,22.91673304617538,34.37509956926307
16225,2012-01-01,25.549819344125773,20.439855475300618,30.659783212950927
16225,2012-01-08,21.172830162530154,16.938264130024123,25.407396195036185
16225,2012-01-15,19.919031282771876,15.935225026217502,23.90283753932625
16235,2011-12-25,35.694564589986584,28.555651671989267,42.8334775079839
16235,2012-01-01,32.86165732690183,26.289325861521462,39.43398879228219
16235,2012-01-08,28.378314163369723,22.70265133069578,34.053976996043666
16235,2012-01-15,30.672229034746028,24.537783227796822,36.806674841695234
16236,2011-12-25,27.449164021677635,21.95933121734211,32.93899682601316
16236,2012-01-01,24.88492313256187,19.907938506049497,29.861907759074242
16236,2012-01-08,25.45369480312492,20.36295584249994,30.544433763749904
16236,2012-01-15,24.32261826010685,19.45809460808548,29.18714191212822
16237,2011-12-25,92.45625667817954,73.96500534254363,110.94750801381545
16237,2012-01-01,88.00107354976866,70.40085883981493,105.6012882597224
16237,2012-01-08,85.38476408228344,68.30781126582676,102.46171689874012
16237,2012-01-15,82.84228426567714,66.2738274125417,99.41074111881257
16238,2011-12-25,24.838756235933225,19.87100498874658,29.80650748311987
16238,2012-01-01,23.88611231164395,19.108889849315158,28.66333477397274
16238,2012-01-08,22.59290296599014,18.074322372792114,27.11148355918817
16238,2012-01-15,22.923485035618313,18.33878802849465,27.508182042741975
16244B,2011-05-29,3.106400836597789,2.4851206692782313,3.727681003917347
16244B,2011-06-05,3.1129883419383653,2.490390673550692,3.7355860103260383
16244B,2011-06-12,3.0983856808055528,2.4787085446444426,3.718062816966663
16244B,2011-06-19,3.104416717182506,2.483533373746005,3.725300060619007
16248B,2011-11-13,4.861524305632563,3.8892194445060504,5.833829166759076
16248B,2011-11-20,4.831213791108544,3.864971032886835,5.797456549330253
16248B,2011-11-27,4.993686386654031,3.994949109323225,5.9924236639848365
16248B,2011-12-04,4.9248309379246775,3.9398647503397424,5.909797125509613
16254,2011-12-18,1.0678546220349814,0.8542836976279852,1.2814255464419777
16254,2011-12-25,1.0080021297599502,0.8064017038079602,1.20960255571194
16254,2012-01-01,0.8950992753844138,0.7160794203075311,1.0741191304612965
16254,2012-01-08,0.6561506960485888,0.5249205568388711,0.7873808352583065
16258A,2011-12-25,20.280009643721275,16.22400771497702,24.33601157246553
16258A,2012-01-01,16.741287942609816,13.393030354087854,20.08954553113178
16258A,2012-01-08,13.611201689222057,10.888961351377645,16.333442027066468
16258A,2012-01-15,12.400632798794959,9.920506239035968,14.88075935855395
16259,2011-11-27,55.827112158210745,44.661689726568596,66.9925345898529
16259,2011-12-04,54.68050494225233,43.744403953801864,65.61660593070279
16259,2011-12-11,62.6564582466587,50.12516659732697,75.18774989599044
16259,2011-12-18,68.3622503750964,54.68980030007712,82.03470045011566
17001,2011-03-13,71.99893257834694,57.599146062677555,86.39871909401633
17001,2011-03-20,71.9989363930442,57.59914911443536,86.39872367165304
17001,2011-03-27,71.99895546653053,57.599164373224426,86.39874655983664
17001,2011-04-03,71.99891731955788,57.5991338556463,86.39870078346945
17003,2011-12-25,248.45564703702206,198.76451762961767,298.14677644442645
17003,2012-01-01,218.97472514722566,175.17978011778052,262.7696701766708
17003,2012-01-08,210.90397307079732,168.72317845663787,253.08476768495677
17003,2012-01-15,199.91471864913933,159.93177491931147,239.8976623789672
17007B,2011-06-26,11.999079184098676,9.59926334727894,14.398895020918411
17007B,2011-07-03,11.999016241593793,9.599212993275035,14.398819489912551
17007B,2011-07-10,11.999044851823285,9.599235881458629,14.398853822187942
17007B,2011-07-17,11.999079184098676,9.59926334727894,14.398895020918411
17011F,2011-06-05,13.536825529476971,10.829460423581578,16.244190635372366
17011F,2011-06-12,13.246726613817762,10.59738129105421,15.896071936581313
17011F,2011-06-19,12.832093380217177,10.265674704173742,15.398512056260612
17011F,2011-06-26,13.20274172290807,10.562193378326457,15.843290067489685
17012A,2011-12-18,6.586136749751358,5.268909399801086,7.903364099701629
17012A,2011-12-25,6.913588961420356,5.530871169136285,8.296306753704426
17012A,2012-01-01,6.821276943343776,5.457021554675021,8.18553233201253
17012A,2012-01-08,6.580660116043676,5.264528092834941,7.896792139252411
17012B,2011-12-18,8.814938505698652,7.051950804558922,10.577926206838383
17012B,2011-12-25,9.09579671894994,7.276637375159952,10.914956062739927
17012B,2012-01-01,9.667785479772892,7.734228383818314,11.60134257572747
17012B,2012-01-08,8.816143555078561,7.052914844062849,10.579372266094273
17012C,2011-12-25,8.40233297719041,6.721866381752328,10.082799572628492
17012C,2012-01-01,7.152871730931125,5.7222973847449,8.58344607711735
17012C,2012-01-08,5.975644797365119,4.7805158378920956,7.170773756838142
17012C,2012-01-15,5.702453412770268,4.561962730216215,6.842944095324321
17012D,2011-12-25,18.245750071982286,14.59660005758583,21.894900086378744
17012D,2012-01-01,17.4067379666796,13.925390373343681,20.88808556001552
17012D,2012-01-08,15.67596676921938,12.540773415375504,18.811160123063257
17012D,2012-01-15,16.051613815321492,12.841291052257194,19.26193657838579
17012E,2011-01-02,34.469370292894766,27.575496234315814,41.36324435147372
17012E,2011-01-09,34.054106163256094,27.243284930604876,40.86492739590731
17012E,2011-01-16,34.568375038378164,27.654700030702532,41.48205004605379
17012E,2011-01-23,35.017824577562735,28.01425966205019,42.02138949307528
17012F,2011-12-25,15.756938728584512,12.60555098286761,18.908326474301415
17012F,2012-01-01,15.424050722624646,12.339240578099718,18.508860867149576
17012F,2012-01-08,14.042147305441954,11.233717844353563,16.850576766530345
17012F,2012-01-15,14.175172850504394,11.340138280403515,17.010207420605273
17013D,2011-06-26,17.54335959269172,14.034687674153375,21.052031511230062
17013D,2011-07-03,17.062059094191703,13.649647275353363,20.474470913030043
17013D,2011-07-10,17.309513602578182,13.847610882062547,20.771416323093817
17013D,2011-07-17,18.371874857414753,14.697499885931803,22.046249828897704
17014A,2011-07-10,5.806412885019346,4.645130308015477,6.967695462023214
17014A,2011-07-17,5.601240283647041,4.480992226917633,6.721488340376449
17014A,2011-07-24,5.815136283671085,4.652109026936868,6.978163540405301
17014A,2011-07-31,5.87567112696178,4.700536901569424,7.0508053523541365
17021,2011-12-18,39.936309516098675,31.949047612878942,47.92357141931841
17021,2011-12-25,38.558826918824664,30.847061535059733,46.2705923025896
17021,2012-01-01,35.26521810886224,28.212174487089797,42.31826173063469
17021,2012-01-08,28.545558515492015,22.836446812393614,34.25467021859042
17028J,2011-02-13,5.998919226906516,4.799135381525213,7.1987030722878185
17028J,2011-02-20,5.998923041603781,4.799138433283026,7.198707649924537
17028J,2011-02-27,5.998935916207053,4.799148732965643,7.198723099448463
17028J,2011-03-06,5.998907782814719,4.799126226251775,7.198689339377663
17038,2011-12-11,27.175789681051235,21.74063174484099,32.61094761726148
17038,2011-12-18,28.161985100825145,22.52958808066012,33.79438212099017
17038,2011-12-25,32.786597966851126,26.229278373480902,39.34391756022135
17038,2012-01-01,32.51267338010229,26.010138704081836,39.01520805612275
17084A,2011-10-02,23.796791346386225,19.037433077108982,28.556149615663468
17084A,2011-10-09,23.697388543023003,18.957910834418403,28.436866251627603
17084A,2011-10-16,23.75633675161034,19.005069401288274,28.507604101932408
17084A,2011-10-23,23.81745411651303,19.053963293210426,28.580944939815634
17084J,2011-10-02,23.73628710737132,18.98902968589706,28.483544528845584
17084J,2011-10-09,23.6929707960649,18.95437663685192,28.431564955277878
17084J,2011-10-16,23.721922460228505,18.977537968182805,28.466306952274206
17084J,2011-10-23,23.732111497358844,18.985689197887076,28.47853379683061
17084N,2011-12-25,30.271632457863003,24.217305966290404,36.3259589494356
17084N,2012-01-01,29.30447940958851,23.44358352767081,35.16537529150621
17084N,2012-01-08,28.540477871533398,22.83238229722672,34.24857344584007
17084N,2012-01-15,28.999578633332295,23.199662906665836,34.799494359998754
17084P,2011-11-27,24.171795276680378,19.337436221344305,29.00615433201645
17084P,2011-12-04,24.01131539392953,19.209052315143623,28.813578472715434
17084P,2011-12-11,24.103063255849513,19.28245060467961,28.923675907019415
17084P,2011-12-18,24.19937262872253,19.359498102978023,29.039247154467034
17084R,2011-12-18,105.97004979301471,84.77603983441178,127.16405975161764
17084R,2011-12-25,105.48587924537523,84.38870339630019,126.58305509445027
17084R,2012-01-01,98.76210894964449,79.0096871597156,118.51453073957337
17084R,2012-01-08,86.68375506780855,69.34700405424684,104.02050608137026
17090A,2011-12-11,6.715067001104886,5.372053600883909,8.058080401325864
17090A,2011-12-18,6.472541052686376,5.178032842149101,7.767049263223651
17090A,2011-12-25,6.733104464784345,5.386483571827476,8.079725357741214
17090A,2012-01-01,5.990688246710663,4.792550597368531,7.188825896052795
17090D,2011-07-24,6.558665751617124,5.246932601293699,7.870398901940548
17090D,2011-07-31,6.692967520026004,5.354374016020803,8.031561024031204
17090D,2011-08-07,6.356256277080497,5.085005021664398,7.627507532496597
17090D,2011-08-14,6.249605717491381,4.999684573993105,7.499526860989657
17091A,2011-06-05,8.478536304051941,6.782829043241553,10.174243564862328
17091A,2011-06-12,8.121390368453895,6.497112294763117,9.745668442144673
17091A,2011-06-19,8.243038212864802,6.594430570291841,9.891645855437762
17091A,2011-06-26,8.127700547229875,6.5021604377839,9.75324065667585
17091J,2011-12-25,44.29645321527546,35.43716257222037,53.15574385833055
17091J,2012-01-01,41.034392375555015,32.82751390044401,49.24127085066602
17091J,2012-01-08,37.40985717137083,29.927885737096666,44.891828605644996
17091J,2012-01-15,37.33284712261053,29.866277698088425,44.79941654713264
17096,2011-08-07,148.37221567062224,118.6977725364978,178.04665880474667
17096,2011-08-14,144.82774231154315,115.86219384923453,173.79329077385177
